method, synset, synset_gloss, domain_label, id,
found string match, christian_religion.n.01; christianity.n.01 ,  a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior , Religion , 06226057
found string match, canon_law.n.01; ecclesiastical_law.n.01 ,  the body of codified laws governing the affairs of a Christian church , Law , 08453299
found string match, number_representation_system.n.01; number_system.n.01; numeration_system.n.01; system_of_numeration.n.01 ,  any notation for the representation of numbers , Number , 06809074
found string match, matrimonial_law.n.01 ,  that branch of jurisprudence that studies the laws governing matrimony , Law , 06162377
found string match, card_game.n.01; cards.n.01 ,  a game played with playing cards , Card , 00488225
found string match, civil_law.n.01 ,  the body of laws established by a state or nation for its own regulation , Law , 08453464
found string match, christian_theology.n.01 ,  the teachings of Christian churches , Theology , 06184270
found string match, materia_medica.n.01; pharmacological_medicine.n.01; pharmacology.n.01 ,  the science or study of drugs: their preparation and properties and uses and effects , Medicine , 06054892
found string match, diachronic_linguistics.n.01; diachrony.n.01; historical_linguistics.n.01 ,"  the study of linguistic change; ""the synchrony and diachrony of language"" ", Linguistics , 06169050
found string match, american_football.n.01; american_football_game.n.01 ,  a game played by two teams of 11 players on a rectangular field 100 yards long; teams try to get possession of the ball and advance it across the opponents goal line in a series of (running or passing) plays , Football , 00469651
found string match, contract_law.n.01 ,  that branch of jurisprudence that studies the rights and obligations of parties entering into contracts , Law , 06162042
found string match, order.n.09; parliamentary_law.n.01; parliamentary_procedure.n.01; rules_of_order.n.01 ,  a body of rules followed by an assembly , Law , 06652878
found string match, descriptive_linguistics.n.01 ,  a description (at a given point in time) of a language with respect to its phonology and morphology and syntax and semantics without value judgments , Linguistics , 06181584
found string match, aquatics.n.01; water_sport.n.01 ,  sports that involve bodies of water , Sport , 00441824
found string match, existential_philosophy.n.01; existentialism.n.01; existentialist_philosophy.n.01 ,  (philosophy) a 20th-century philosophical movement chiefly in Europe; assumes that people are entirely free and thus responsible for what they make of themselves , Philosophy , 05970755
found string match, ethics.n.02; moral_philosophy.n.01 ,  the philosophical study of moral values and rules , Philosophy , 06159473
found string match, corporation_law.n.01 ,  that branch of jurisprudence that studies the laws governing corporations , Law , 06162223
found string match, corporate_finance.n.01 ,  the financial activities of corporation , Finance , 01098968
found lemmatized string match, animal.n.01; animate_being.n.01; beast.n.01; brute.n.02; creature.n.01; fauna.n.02 ,  a living organism characterized by voluntary movement , Animals , 00015388
found lemmatized string match, ship_building.n.01; shipbuilding.n.01 ,  the construction of ships , Buildings , 00912822
found lemmatized string match, building.n.02; construction.n.01 ,"  the act of constructing something; ""during the construction we had to take a detour""; ""his hobby was the building of boats"" ", Buildings , 00911048
found lemmatized string match, autobus.n.01; bus.n.01; charabanc.n.01; coach.n.05; double-decker.n.01; jitney.n.01; motorbus.n.01; motorcoach.n.01; omnibus.n.02; passenger_vehicle.n.01 ,"  a vehicle carrying many passengers; used for public transport; ""he always rode the bus to work"" ", Vehicles , 02924116
found lemmatized string match, automotive_vehicle.n.01; motor_vehicle.n.01 ,  a self-propelled wheeled vehicle that does not run on rails , Vehicles , 03791235
LSA-mapping-only-label-and-synset, forestry.n.01 ,  the science of planting and caring for forests and the management of growing timber ,Agriculture, 06071934
none, ichthyology.n.01 ,  the branch of zoology that studies fishes ,, 06072912
LSA-mapping-label+sup+sub-and-synset+gloss, cosa_nostra.n.01; maffia.n.01; mafia.n.01 ,  a crime syndicate in the United States; organized in families; believed to have important relations to the Sicilian Mafia ,Social science, 08245802
LSA-mapping-only-label-and-synset+gloss, civil_wrong.n.01; tort.n.01 ,  (law) any wrongdoing for which an action for damages may be brought ,Law, 00733883
LSA-mapping-label+sup+sub-and-synset+gloss, wine_making.n.01; winemaking.n.01 ,  the craft and science of growing grapes and making wine ,Food, 01126564
LSA-mapping-only-label-and-synset+gloss, muscle.n.02; muscular_tissue.n.01 ,  animal tissue consisting predominantly of contractile cells ,Optics, 05289057
LSA-mapping-only-label-and-synset, apocrypha.n.01 ,  14 books of the Old Testament included in the Vulgate (except for II Esdras) but omitted in Jewish and Protestant versions of the Bible; eastern Christian churches (except the Coptic Church) accept all these books as canonical; the Russian Orthodox Church accepts these texts as divinely inspired but does not grant them the same status ,Mythology, 06457952
LSA-mapping-only-label-and-synset, bacteriology.n.01 ,  the branch of medical science that studies bacteria in relation to disease ,Veterinary, 06046692
LSA-mapping-label+sup+sub-and-synset, pathology.n.01 ,  the branch of medical science that studies the causes and nature and effects of diseases ,Surgery, 06060845
LSA-mapping-label+sup+sub-and-synset, animate_thing.n.01; living_thing.n.01 ,  a living (or once living) entity ,Betting, 00004258
LSA-mapping-only-label-and-synset, lake.n.01 ,  a body of (usually fresh) water surrounded by land ,Swimming, 09328904
LSA-mapping-only-label-and-synset+gloss, sight.n.03; vision.n.02; visual_modality.n.01; visual_sense.n.01 ,  the ability to see; the visual faculty ,Psychological features, 05654362
LSA-mapping-only-label-and-synset, chemical_analysis.n.01; qualitative_analysis.n.01 ,  the act of decomposing a substance into its constituent elements ,Psychological features, 00646833
LSA-mapping-label+sup+sub-and-synset+gloss, game_theory.n.01; theory_of_games.n.01 ,  (economics) a theory of competition stated in terms of gains and losses among opposing players ,Social science, 06150222
LSA-mapping-only-label-and-synset+gloss, auto.n.01; automobile.n.01; car.n.01; machine.n.06; motorcar.n.01 ,"  a motor vehicle with four wheels; usually propelled by an internal combustion engine; ""he needs a car to get to work"" ",Vehicles, 02958343
LSA-mapping-only-label-and-synset, justice.n.02 ,  judgment involved in the determination of rights and the assignment of rewards and punishments ,Administration, 00694681
LSA-mapping-only-label-and-synset+gloss, archaicism.n.01; archaism.n.01 ,  the use of an archaic expression ,Mythology, 07073447
LSA-mapping-only-label-and-synset, logic.n.05; logical_system.n.01; system_of_logic.n.01 ,  a system of reasoning ,Psychological features, 05664069
LSA-mapping-label+sup+sub-and-synset+gloss, gospel_according_to_luke.n.01; gospel_of_luke.n.01; luke.n.02 ,  one of the four Gospels in the New Testament; contains details of Jesus's birth and early life ,Religion, 06441973
LSA-mapping-label+sup+sub-and-synset, medium.n.03 ,  an intervening substance through which signals can travel as a means for communication ,Radio tv, 06254475
LSA-mapping-label+sup+sub-and-synset, ocean.n.01 ,  a large body of water constituting a principal part of the hydrosphere ,Oceanography, 09376198
LSA-mapping-label+sup+sub-and-synset+gloss, cosmogeny.n.01; cosmogony.n.01; cosmology.n.02 ,  the branch of astrophysics that studies the origin and evolution and structure of the universe ,Astronomy, 06098195
none, metaphysics.n.01 ,  the philosophical study of being and knowing ,, 06162653
LSA-mapping-label+sup+sub-and-synset+gloss, recording.n.02; transcription.n.05 ,"  the act of making a record (especially an audio record); ""she watched the recording from a sound-proof booth"" ",Free time, 00910203
LSA-mapping-only-label-and-synset, microscopy.n.01 ,  research with the use of microscopes ,Optics, 00640889
LSA-mapping-only-label-and-synset, driving.n.02 ,  the act of controlling and steering the movement of a vehicle or animal ,Vehicles, 00298497
LSA-mapping-label+sup+sub-and-synset, latin.n.01 ,  any dialect of the language of ancient Rome ,Philology, 06962600
LSA-mapping-label+sup+sub-and-synset+gloss, daoism.n.01; taoism.n.04 ,  philosophical system developed by Lao-tzu and Chuang-tzu advocating a simple honest life and noninterference with the course of natural events ,Philosophy, 05977340
LSA-mapping-only-label-and-synset, brewing.n.01 ,  the production of malt beverages (as beer or ale) from malt and hops by grinding and boiling them and fermenting the result with yeast ,Industry, 00915140
LSA-mapping-label+sup+sub-and-synset, language.n.01; linguistic_communication.n.01 ,"  a systematic means of communicating by the use of sounds or conventional symbols; ""he taught foreign languages""; ""the language introduced is standard throughout the text""; ""the speed with which a program can be executed depends on the language in which it is written"" ",Grammar, 06282651
LSA-mapping-only-label-and-synset, boat.n.01 ,  a small vessel for travel on water ,Fishing, 02858304
LSA-mapping-only-label-and-synset, tag.n.04 ,  a game in which one child chases the others; the one who is caught becomes the next chaser ,Publishing, 00487874
LSA-mapping-only-label-and-synset, farsi.n.02; persian.n.02 ,  the language of Persia (Iran) in any of its ancient forms ,Military, 06974127
LSA-mapping-only-label-and-synset, spiritualism.n.02 ,  the belief that the spirits of dead people can communicate with people who are still alive (especially via a medium) ,Earth, 05951969
LSA-mapping-label+sup+sub-and-synset+gloss, anglican_church.n.01; anglican_communion.n.01; church_of_england.n.01 ,  the national church of England (and all other churches in other countries that share its beliefs); has its see in Canterbury and the sovereign as its temporal head ,Roman catholic, 08087981
LSA-mapping-label+sup+sub-and-synset+gloss, authorship.n.01; composition.n.06; penning.n.01; writing.n.01 ,"  the act of creating written works; ""writing was a form of therapy for him""; ""it was a matter of disputed authorship"" ",Factotum, 00929718
LSA-mapping-only-label-and-synset+gloss, sewing.n.02; stitchery.n.01 ,"  needlework on which you are working with needle and thread; ""she put her sewing back in the basket"" ",Fashion, 04179385
LSA-mapping-label+sup+sub-and-synset+gloss, horseshoes.n.01; quoits.n.01 ,  a game in which iron rings (or open iron rings) are thrown at a stake in the ground in the hope of encircling it ,Play, 00467320
LSA-mapping-label+sup+sub-and-synset, anglo-saxon.n.01 ,  a native or inhabitant of England prior to the Norman Conquest ,History, 09701977
LSA-mapping-label+sup+sub-and-synset+gloss, islam.n.02; islamism.n.02; mohammedanism.n.01; muhammadanism.n.01; muslimism.n.02 ,"  the monotheistic religious system of Muslims founded in Arabia in the 7th century and based on the teachings of Muhammad as laid down in the Koran; ""Islam is a complete way of life; not a Sunday religion""; ""the term Muhammadanism is offensive to Muslims who believe that Allah; not Muhammad; founded their religion"" ",Religion, 06234825
LSA-mapping-only-label-and-synset+gloss, aeroplane.n.01; airplane.n.01; plane.n.01 ,"  an aircraft that has a fixed wing and is powered by propellers or jets; ""the flight was delayed due to trouble with the airplane"" ",Aviation, 02691156
LSA-mapping-only-label-and-synset+gloss, crime.n.01; criminal_offence.n.01; criminal_offense.n.01; law-breaking.n.01; offence.n.05; offense.n.03 ,"  (criminal law) an act punishable by law; usually considered an evil act; ""a long record of crimes"" ",Law, 00766234
LSA-mapping-label+sup+sub-and-synset+gloss, carl_gustav_jung.n.01; carl_jung.n.01; jung.n.01 ,  Swiss psychologist (1875-1961) ,Psychology, 11094611
LSA-mapping-only-label-and-synset+gloss, viniculture.n.01; viticulture.n.01 ,  the cultivation of grapes and grape vines; grape growing ,Plants, 01126709
LSA-mapping-only-label-and-synset+gloss, holism.n.01; holistic_theory.n.01 ,"  the theory that the parts of any whole cannot exist and cannot be understood except in their relation to the whole; ""holism holds that the whole is greater than the sum of its parts""; ""holistic theory has been applied to ecology and language and mental states"" ",Psychological features, 06102865
LSA-mapping-label+sup+sub-and-synset, neurology.n.01 ,  the branch of medical science that deals with the nervous system ,Psychiatry, 06078978
LSA-mapping-only-label-and-synset, telecasting.n.01; television.n.01; tv.n.01; video.n.04 ,"  broadcasting visual images of stationary or moving objects; ""she is a star of screen and video""; ""Television is a medium because it is neither rare nor well done"" - Ernie Kovacs ",Radio tv, 06277280
LSA-mapping-label+sup+sub-and-synset, homo.n.02; human.n.01; human_being.n.01; man.n.04 ,  any living or extinct member of the family Hominidae characterized by superior intelligence; articulate speech; and erect carriage ,Philosophy, 02472293
LSA-mapping-only-label-and-synset, broadcast_medium.n.01; broadcasting.n.01 ,  a medium that disseminates via telecommunications ,Radio tv, 06264176
LSA-mapping-only-label-and-synset, dressage.n.01 ,  maneuvers of a horse in response to body signals by the rider ,Racing, 00288000
LSA-mapping-only-label-and-synset, japanese.n.02 ,  the language (usually considered to be Altaic) spoken by the Japanese ,Military, 06929279
LSA-mapping-label+sup+sub-and-synset+gloss, zen.n.02; zen_buddhism.n.02 ,  a Buddhist doctrine that enlightenment can be attained through direct intuitive insight ,Philosophy, 06242048
LSA-mapping-only-label-and-synset, botany.n.01; flora.n.01; vegetation.n.01 ,"  all the plant life in a particular region or period; ""Pleistocene vegetation""; ""the flora of southern California""; ""the botany of China"" ",Plants, 08436759
LSA-mapping-only-label-and-synset+gloss, fairy_story.n.01; fairy_tale.n.01; fairytale.n.01 ,  a story about fairies; told to amuse children ,Play, 07222581
LSA-mapping-only-label-and-synset, election.n.01 ,"  a vote to select the winner of a position or political office; ""the results of the election will be announced tonight"" ",Politics, 00181781
LSA-mapping-only-label-and-synset, drama.n.03 ,  the literary genre of works intended for the theater ,Play, 06376154
LSA-mapping-only-label-and-synset, broadcasting.n.02 ,  taking part in a radio or tv program ,Radio tv, 06276697
LSA-mapping-only-label-and-synset, psychotherapy.n.02 ,  the treatment of mental or emotional problems by psychological means ,Psychoanalysis, 00700652
LSA-mapping-only-label-and-synset, computer_programing.n.01; computer_programming.n.01; programing.n.02; programming.n.02 ,  creating a sequence of instructions to enable the computer to do something ,Telephony, 00928947
LSA-mapping-only-label-and-synset+gloss, accountancy.n.01; accounting.n.03 ,  the occupation of maintaining and auditing records and preparing financial reports for a business ,Finance, 00618734
LSA-mapping-only-label-and-synset, quadruped.n.01 ,  an animal especially a mammal having four limbs specialized for walking ,Biochemistry, 02156871
none, billiards.n.01 ,  any of several games played on rectangular cloth-covered table (with cushioned edges) in which long tapering cue sticks are used to propel ivory (or composition) balls ,, 00499924
LSA-mapping-label+sup+sub-and-synset, hydrostatics.n.01 ,  study of the mechanical properties of fluids that are not in motion ,Mathematics, 06113415
LSA-mapping-only-label-and-synset, being.n.02; organism.n.01 ,  a living thing that has (or can develop) the ability to act or function independently ,Genetics, 00004475
LSA-mapping-only-label-and-synset, trademark.n.02 ,  a formally registered symbol identifying the manufacturer or distributor of a product ,Electronics, 06851742
LSA-mapping-only-label-and-synset, quarrying.n.01 ,  the extraction of building stone or slate from an open surface quarry ,Industry, 00922968
LSA-mapping-only-label-and-synset+gloss, a_capella_singing.n.01; a_cappella_singing.n.01 ,  singing without instrumental accompaniment ,Music, 00546070
LSA-mapping-only-label-and-synset+gloss, general_assembly.n.02; law-makers.n.01; legislative_assembly.n.01; legislative_body.n.01; legislature.n.01 ,  persons who make or amend or repeal laws ,Administration, 08163273
LSA-mapping-label+sup+sub-and-synset, italian.n.02 ,  the Romance language spoken in Italy ,Art, 06964247
LSA-mapping-only-label-and-synset, flora.n.02; plant.n.02; plant_life.n.01 ,  (botany) a living organism lacking the power of locomotion ,Plants, 00017222
LSA-mapping-only-label-and-synset, river.n.01 ,"  a large natural stream of water (larger than a creek); ""the river was navigable for 50 miles"" ",Fishing, 09411430
LSA-mapping-only-label-and-synset+gloss, gestation.n.02; maternity.n.01; pregnancy.n.01 ,  the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus ,Sexuality, 14046202
LSA-mapping-only-label-and-synset+gloss, radio.n.01; radiocommunication.n.01; wireless.n.01 ,  medium for communication ,Radio tv, 06277135
LSA-mapping-label+sup+sub-and-synset, apocalypse.n.02; book_of_revelation.n.01; revelation.n.04; revelation_of_saint_john_the_divine.n.01 ,  the last book of the New Testament; contains visionary descriptions of heaven and of conflicts between good and evil and of the end of the world; attributed to Saint John the Apostle ,Religion, 06447897
LSA-mapping-only-label-and-synset, sanskrit.n.01; sanskritic_language.n.01 ,  (Hinduism) an ancient language of India (the language of the Vedas and of Hinduism); an official language of India although it is now used only for religious purposes ,Linguistics, 06969129
LSA-mapping-label+sup+sub-and-synset, performing_arts.n.01 ,  arts or skills that require public performance ,Art, 06157326
LSA-mapping-label+sup+sub-and-synset, cookery.n.01; cooking.n.01; preparation.n.08 ,"  the act of preparing something (as food) by the application of heat; ""cooking can be a great art""; ""people are needed who have experience in cookery""; ""he left the preparation of meals to his wife"" ",Gastronomy, 00243918
LSA-mapping-only-label-and-synset+gloss, protestant.n.02; protestant_church.n.01 ,  the Protestant churches and denominations collectively ,Roman catholic, 08087570
LSA-mapping-only-label-and-synset, squash.n.03; squash_rackets.n.01; squash_racquets.n.01 ,  a game played in an enclosed court by two or four players who strike the ball with long-handled rackets ,Tennis, 00479887
LSA-mapping-only-label-and-synset, toxicology.n.01 ,  the branch of pharmacology that deals with the nature and effects and treatments of poisons ,Chemistry, 06064462
LSA-mapping-only-label-and-synset, solution.n.01 ,"  a homogeneous mixture of two or more substances; frequently (but not necessarily) a liquid solution; ""he used a solution of peroxide and water"" ",Geometry, 14589223
LSA-mapping-only-label-and-synset+gloss, navigation.n.01; pilotage.n.01; piloting.n.01 ,  the guidance of ships or airplanes from place to place ,Nautical, 00815801
LSA-mapping-only-label-and-synset+gloss, quantum_theory.n.01 ,  (physics) a physical theory that certain properties occur only in discrete amounts (quanta) ,Psychological features, 06107660
LSA-mapping-label+sup+sub-and-synset+gloss, rhyme.n.01; rime.n.02 ,  correspondence in the sounds of two or more lines (especially final sounds) ,Factotum, 07096661
LSA-mapping-only-label-and-synset, hebrew.n.01 ,  the ancient Canaanitic language of the Hebrews that has been revived as the official language of Israel ,Earth, 06987124
LSA-mapping-only-label-and-synset, teuton.n.02 ,  a member of the ancient Germanic people who migrated from Jutland to southern Gaul and were annihilated by the Romans ,Diplomacy, 09689152
LSA-mapping-only-label-and-synset, melanesia.n.01 ,  the islands in the southwestern part of Oceania ,Anthropology, 08836630
LSA-mapping-label+sup+sub-and-synset, canada.n.01 ,"  a nation in northern North America; the French were the first Europeans to settle in mainland Canada; ""the border between the United States and Canada is the longest unguarded border in the world"" ",Post, 08820121
LSA-mapping-label+sup+sub-and-synset+gloss, book_of_genesis.n.01; genesis.n.02 ,  the first book of the Old Testament: tells of Creation; Adam and Eve; the Fall of Man; Cain and Abel; Noah and the flood; God's covenant with Abraham; Abraham and Isaac; Jacob and Esau; Joseph and his brothers ,Religion, 06432376
LSA-mapping-only-label-and-synset, abyssinia.n.01; ethiopia.n.01; federal_democratic_republic_of_ethiopia.n.01; yaltopya.n.01 ,  Ethiopia is a republic in northeastern Africa on the Red Sea; formerly called Abyssinia ,Military, 08778061
LSA-mapping-label+sup+sub-and-synset+gloss, beneficiation.n.01; mineral_dressing.n.01; mineral_extraction.n.01; mineral_processing.n.01; ore_dressing.n.01; ore_processing.n.01 ,  crushing and separating ore into valuable substances or waste by any of a variety of techniques ,Environment, 13516312
LSA-mapping-label+sup+sub-and-synset+gloss, the_indies.n.01; west_indies.n.01 ,  the string of islands between North America and South America; a popular resort area ,Free time, 08747054
LSA-mapping-label+sup+sub-and-synset+gloss, computer_simulation.n.01; simulation.n.02 ,"  (computer science) the technique of representing the real world by a computer program; ""a simulation should imitate the internal processes and not merely the results of the thing being simulated"" ",Mathematics, 05666700
LSA-mapping-label+sup+sub-and-synset+gloss, science.n.01; scientific_discipline.n.01 ,"  a particular branch of scientific knowledge; ""the science of genetics"" ",Chemistry, 05999797
LSA-mapping-only-label-and-synset+gloss, audition.n.01; auditory_modality.n.01; auditory_sense.n.01; hearing.n.06; sense_of_hearing.n.01 ,"  the ability to hear; the auditory faculty; ""his hearing was impaired"" ",Psychological features, 05657718
LSA-mapping-only-label-and-synset, episcopal_church.n.02; protestant_episcopal_church.n.01 ,  United States church that is in communication with the see of Canterbury ,Roman catholic, 08088472
LSA-mapping-only-label-and-synset+gloss, mammal.n.01; mammalian.n.01 ,  any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk ,Hunting, 01861778
LSA-mapping-only-label-and-synset+gloss, afghan.n.03; afghani.n.02; pashto.n.01; pashtu.n.01; paxto.n.01 ,  an Iranian language spoken in Afghanistan and Pakistan; the official language of Afghanistan ,Military, 06975132
LSA-mapping-only-label-and-synset+gloss, church.n.03; church_service.n.01 ,"  a service conducted in a house of worship; ""don't be late for church"" ",Roman catholic, 01032368
LSA-mapping-label+sup+sub-and-synset+gloss, board_game.n.01 ,  a game played on a specially designed board ,Chess, 00502415
LSA-mapping-only-label-and-synset, islam.n.01; muslimism.n.01 ,"  the civilization of Muslims collectively which is governed by the Muslim religion; ""Islam is predominant in northern Africa; the Middle East; Pakistan; and Indonesia"" ",Religion, 08095647
LSA-mapping-label+sup+sub-and-synset+gloss, evolution.n.02; organic_evolution.n.01; phylogenesis.n.01; phylogeny.n.01 ,  (biology) the sequence of events involved in the evolutionary development of a species or taxonomic group of organisms ,Genetics, 13477023
LSA-mapping-only-label-and-synset+gloss, development.n.03; growing.n.01; growth.n.01; maturation.n.02; ontogenesis.n.01; ontogeny.n.01 ,"  (biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level; ""he proposed an indicator of osseous development in children"" ",Psychological features, 13489037
LSA-mapping-label+sup+sub-and-synset+gloss, bible.n.01; book.n.09; christian_bible.n.01; good_book.n.01; holy_scripture.n.01; holy_writ.n.01; scripture.n.01; word.n.10; word_of_god.n.02 ,"  the sacred writings of the Christian religions; ""he went to carry the Word to the heathen"" ",Religion, 06431740
LSA-mapping-only-label-and-synset, academe.n.01; academia.n.01 ,  the academic world ,Chemistry, 08274923
LSA-mapping-only-label-and-synset+gloss, knit.n.03; knitting.n.01; knitwork.n.01 ,  needlework created by interlacing yarn in a series of connected loops using straight eyeless needles or by machine ,Fashion, 03624966
LSA-mapping-only-label-and-synset, handwriting.n.02 ,"  the activity of writing by hand; ""handwriting can be slow and painful for one with arthritis"" ",Grammar, 00614730
LSA-mapping-only-label-and-synset+gloss, ovid.n.01; publius_ovidius_naso.n.01 ,  Roman poet remembered for his elegiac verses on love (43 BC - AD 17) ,Mythology, 11218776
LSA-mapping-only-label-and-synset, aristotle.n.01 ,  one of the greatest of the ancient Athenian philosophers; pupil of Plato; teacher of Alexander the Great (384-322 BC) ,Philosophy, 10822338
LSA-mapping-only-label-and-synset+gloss, matrix_algebra.n.01 ,  the part of algebra that deals with the theory of matrices ,Geometry, 06013584
LSA-mapping-only-label-and-synset, epidemiology.n.01 ,  the branch of medical science dealing with the transmission and control of disease ,Medicine, 06050024
LSA-mapping-only-label-and-synset, parliament.n.01 ,  a legislative assembly in certain countries ,Administration, 08319198
LSA-mapping-label+sup+sub-and-synset+gloss, checkers.n.01; draughts.n.01 ,  a checkerboard game for two players who each have 12 pieces; the object is to jump over and so capture the opponent's pieces ,Play, 00502952
LSA-mapping-label+sup+sub-and-synset, computer.n.01; computing_device.n.01; computing_machine.n.01; data_processor.n.01; electronic_computer.n.01; information_processing_system.n.01 ,  a machine for performing calculations automatically ,Telephony, 03082979
LSA-mapping-only-label-and-synset, immunology.n.01 ,  the branch of medical science that studies the body's immune system ,Biochemistry, 06051542
LSA-mapping-label+sup+sub-and-synset, film.n.01; flick.n.03; motion-picture_show.n.01; motion_picture.n.01; movie.n.01; moving-picture_show.n.01; moving_picture.n.01; pic.n.01; picture.n.06; picture_show.n.01 ,"  a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement; ""they went to a movie every Saturday night""; ""the film was shot on location"" ",Art, 06613686
none, narcotic.n.01 ,  a drug that produces numbness or stupor; often taken for pleasure or to reduce pain; extensive use can lead to addiction ,, 03808564
LSA-mapping-only-label-and-synset, navigation.n.03; sailing.n.01; seafaring.n.01 ,  the work of a sailor ,Nautical, 00314469
LSA-mapping-only-label-and-synset+gloss, second_world_war.n.01; world_war_2.n.01; world_war_ii.n.01 ,  a war between the Allies (Australia; Belgium; Bolivia; Brazil; Canada; China; Colombia; Costa Rica; Cuba; Czechoslovakia; Dominican Republic; El Salvador; Ethiopia; France; Greece; Guatemala; Haiti; Honduras; India; Iran; Iraq; Luxembourg; Mexico; Netherlands; New Zealand; Nicaragua; Norway; Panama; Philippines; Poland; South Africa; United Kingdom; United States; USSR; Yugoslavia) and the Axis (Albania; Bulgaria; Finland; Germany; Hungary; Italy; Japan; Rumania; Slovakia; Thailand) from 1939 to 1945 ,Military, 01312096
LSA-mapping-only-label-and-synset+gloss, informatics.n.01; information_processing.n.01; information_science.n.01; ip.n.01 ,  the sciences concerned with gathering; manipulating; storing; retrieving; and classifying recorded information ,Psychological features, 06142118
LSA-mapping-only-label-and-synset, marxism.n.01 ,  the economic and political theories of Karl Marx and Friedrich Engels that hold that human actions and institutions are economically determined and that class struggle is needed to create historical change and that capitalism will ultimately be superseded by communism ,History, 06215618
LSA-mapping-only-label-and-synset, swahili.n.01 ,  the most widely spoken Bantu languages; the official language of Kenya and Tanzania and widely used as a lingua franca in east and central Africa ,Linguistics, 06995792
LSA-mapping-only-label-and-synset+gloss, lawmaking.n.01; legislating.n.01; legislation.n.02 ,  the act of making or enacting laws ,Law, 01125693
LSA-mapping-only-label-and-synset, sailing.n.02 ,  riding in a sailboat ,Skiing, 00313806
LSA-mapping-only-label-and-synset+gloss, vent.n.03; volcano.n.01 ,  a fissure in the earth's crust (or in the surface of some other planet) through which molten lava and gases erupt ,Earth, 09470550
LSA-mapping-label+sup+sub-and-synset+gloss, hindooism.n.02; hinduism.n.02 ,  a body of religious and philosophical beliefs and cultural practices native to India and based on a caste system; it is characterized by a belief in reincarnation; by a belief in a supreme being of many forms and natures; by the view that opposing theories are aspects of one eternal truth; and by a desire for liberation from earthly evils ,Philosophy, 06236802
LSA-mapping-only-label-and-synset, yiddish.n.01 ,  a dialect of High German including some Hebrew and other words; spoken in Europe as a vernacular by many Jews; written in the Hebrew script ,Music, 06951067
LSA-mapping-only-label-and-synset+gloss, horseback_riding.n.02; riding.n.02 ,  travel by being carried on horseback ,Folklore, 00299217
LSA-mapping-only-label-and-synset, metallurgy.n.01 ,  the science and technology of metals ,Chemistry, 06125698
LSA-mapping-label+sup+sub-and-synset, transmission.n.02 ,  communication by means of transmitted signals ,Telecommunication, 06251781
LSA-mapping-only-label-and-synset+gloss, ball_game.n.01; ballgame.n.02 ,  a field game played with a ball (especially baseball) ,Soccer, 00471437
LSA-mapping-only-label-and-synset, ornithology.n.01 ,  the branch of zoology that studies birds ,Hunting, 06073494
LSA-mapping-label+sup+sub-and-synset+gloss, princeton_wordnet.n.01; wordnet.n.02 ,  a machine-readable lexical database organized by meanings; developed at Princeton University ,Humanities, 06639204
LSA-mapping-label+sup+sub-and-synset+gloss, act_of_terrorism.n.01; terrorism.n.01; terrorist_act.n.01 ,  the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear ,Social science, 00759694
LSA-mapping-only-label-and-synset+gloss, court_game.n.01 ,  an athletic game played on a court ,Soccer, 00479076
LSA-mapping-label+sup+sub-and-synset+gloss, carpentry.n.01; woodwork.n.02; woodworking.n.01 ,  the craft of a carpenter: making things out of wood ,Art, 00607775
LSA-mapping-only-label-and-synset, computer_graphics.n.01 ,  the pictorial representation and manipulation of data by a computer ,Telephony, 03084647
LSA-mapping-only-label-and-synset, fungus.n.01 ,  an organism of the kingdom Fungi lacking chlorophyll and feeding on organic matter; ranging from unicellular or multicellular organisms to spore-bearing syncytia ,Plants, 12992868
LSA-mapping-only-label-and-synset, insect.n.01 ,  small air-breathing arthropod ,Plants, 02159955
LSA-mapping-label+sup+sub-and-synset, antiquity.n.01 ,  the historic period preceding the Middle Ages in Europe ,Plastic arts, 15253139
LSA-mapping-only-label-and-synset, crystallography.n.01 ,  the branch of science that studies the formation and structure of crystals ,Chemistry, 06098876
LSA-mapping-only-label-and-synset, buddhism.n.02 ,  the teaching of Buddha that life is permeated with suffering caused by desire; that suffering ceases when desire ceases; and that enlightenment obtained through right conduct and wisdom and meditation releases one from desire and suffering and rebirth ,Religion, 06240244
LSA-mapping-label+sup+sub-and-synset, neuroscience.n.01 ,  the scientific study of the nervous system ,Biochemistry, 06081833
LSA-mapping-only-label-and-synset, ruminant.n.01 ,  any of various cud-chewing hoofed mammals having a stomach divided into four (occasionally three) compartments ,Food, 02399000
LSA-mapping-only-label-and-synset, counterpoint.n.01 ,  a musical form involving the simultaneous sound of two or more melodies ,Music, 07025419
LSA-mapping-label+sup+sub-and-synset+gloss, amerindian.n.01; native_american.n.01 ,  any member of the peoples living in North or South America before the Europeans arrived ,Social science, 09644820
